herb_id,P1_group_signature,P2_group_signature,same_member_set,P2_added_connectivity,difference_reason
H1064,P1SIG_57d4260a673b,P2SIG_57d4260a673b,True,False,
H1065,P1SIG_6be83661d5dc,P2SIG_6be83661d5dc,True,False,
H1066,P1SIG_23bd7504ffd5,P2SIG_23bd7504ffd5,True,False,
H1067,P1SIG_23bd7504ffd5,P2SIG_23bd7504ffd5,True,False,
H1068,P1SIG_c49ea814bdf0,P2SIG_c49ea814bdf0,True,False,
H1069,P1SIG_23bd7504ffd5,P2SIG_23bd7504ffd5,True,False,
H1070,P1SIG_23bd7504ffd5,P2SIG_23bd7504ffd5,True,False,
H1071,P1SIG_23bd7504ffd5,P2SIG_23bd7504ffd5,True,False,
H1072,P1SIG_23bd7504ffd5,P2SIG_23bd7504ffd5,True,False,
H1073,P1SIG_23bd7504ffd5,P2SIG_23bd7504ffd5,True,False,
H1074,P1SIG_23bd7504ffd5,P2SIG_23bd7504ffd5,True,False,
H1075,P1SIG_23bd7504ffd5,P2SIG_23bd7504ffd5,True,False,
H1076,P1SIG_11f2a588f305,P2SIG_11f2a588f305,True,False,
H1077,P1SIG_5007b7c5daae,P2SIG_5007b7c5daae,True,False,
H1078,P1SIG_829d47387bff,P2SIG_829d47387bff,True,False,
H1079,P1SIG_2765d73e44ed,P2SIG_2765d73e44ed,True,False,
H1080,P1SIG_e54293e3b42f,P2SIG_e54293e3b42f,True,False,
H1081,P1SIG_0f1b5d1e0e26,P2SIG_0f1b5d1e0e26,True,False,
H1082,P1SIG_48d84bc56d8a,P2SIG_48d84bc56d8a,True,False,
H1083,P1SIG_cae120c32752,P2SIG_cae120c32752,True,False,
H1084,P1SIG_2db7627af0cd,P2SIG_2db7627af0cd,True,False,
H1085,P1SIG_962153c78161,P2SIG_962153c78161,True,False,
H1086,P1SIG_d76815b5fabc,P2SIG_d76815b5fabc,True,False,
H1087,P1SIG_e3f4826f70f4,P2SIG_e3f4826f70f4,True,False,
H1088,P1SIG_2906cf399696,P2SIG_2906cf399696,True,False,
H1089,P1SIG_045a2b72d60d,P2SIG_045a2b72d60d,True,False,
H1090,P1SIG_95e156b8e95f,P2SIG_95e156b8e95f,True,False,
H1091,P1SIG_dceb7b6ac678,P2SIG_dceb7b6ac678,True,False,
H1092,P1SIG_5fda4b83ea47,P2SIG_5fda4b83ea47,True,False,
H1093,P1SIG_5fda4b83ea47,P2SIG_5fda4b83ea47,True,False,
H1094,P1SIG_e54293e3b42f,P2SIG_e54293e3b42f,True,False,
H1095,P1SIG_e54293e3b42f,P2SIG_e54293e3b42f,True,False,
H1096,P1SIG_e54293e3b42f,P2SIG_e54293e3b42f,True,False,
H1097,P1SIG_6aab59f3eacc,P2SIG_6aab59f3eacc,True,False,
H1098,P1SIG_ad3ff7d0f06b,P2SIG_ad3ff7d0f06b,True,False,
H1099,P1SIG_1ef38191eed8,P2SIG_1ef38191eed8,True,False,
H1100,P1SIG_5e1c7633b3f2,P2SIG_5e1c7633b3f2,True,False,
H1101,P1SIG_a4a24a469429,P2SIG_a4a24a469429,True,False,
H1102,P1SIG_3e150df43f89,P2SIG_3e150df43f89,True,False,
H1103,P1SIG_60d871f40623,P2SIG_60d871f40623,True,False,
H1104,P1SIG_fc7acfa4d343,P2SIG_fc7acfa4d343,True,False,
H1105,P1SIG_fc7acfa4d343,P2SIG_fc7acfa4d343,True,False,
H1106,P1SIG_fc7acfa4d343,P2SIG_fc7acfa4d343,True,False,
H1107,P1SIG_fc7acfa4d343,P2SIG_fc7acfa4d343,True,False,
H1108,P1SIG_fc7acfa4d343,P2SIG_fc7acfa4d343,True,False,
H1109,P1SIG_9da1426983c2,P2SIG_9da1426983c2,True,False,
H1110,P1SIG_5cefda5a0042,P2SIG_5cefda5a0042,True,False,
H1111,P1SIG_fc7acfa4d343,P2SIG_fc7acfa4d343,True,False,
H1112,P1SIG_fc7acfa4d343,P2SIG_fc7acfa4d343,True,False,
H1113,P1SIG_a7a79230830f,P2SIG_a7a79230830f,True,False,
H1114,P1SIG_1fce6eda1453,P2SIG_1fce6eda1453,True,False,
H1115,P1SIG_615797f8f1a0,P2SIG_615797f8f1a0,True,False,
H1116,P1SIG_52b214df152e,P2SIG_52b214df152e,True,False,
H1117,P1SIG_4c8207aae820,P2SIG_4c8207aae820,True,False,
H1118,P1SIG_5d8afaa98564,P2SIG_5d8afaa98564,True,False,
H1119,P1SIG_ac4ad638f11b,P2SIG_ac4ad638f11b,True,False,
H1120,P1SIG_5b3cecd90c07,P2SIG_5b3cecd90c07,True,False,
H1121,P1SIG_88f1f4228f1a,P2SIG_88f1f4228f1a,True,False,
H1122,P1SIG_ef636d357694,P2SIG_ef636d357694,True,False,
H1123,P1SIG_9ad7b46517a7,P2SIG_9ad7b46517a7,True,False,
H1124,P1SIG_9a629fb56562,P2SIG_9a629fb56562,True,False,
H1125,P1SIG_dddb0c7a5a97,P2SIG_dddb0c7a5a97,True,False,
H1126,P1SIG_02fac5b87e7e,P2SIG_02fac5b87e7e,True,False,
H1127,P1SIG_56d2c3215c10,P2SIG_56d2c3215c10,True,False,
H1128,P1SIG_1900ff27f557,P2SIG_1900ff27f557,True,False,
H1129,P1SIG_87b6d6492163,P2SIG_87b6d6492163,True,False,
H1130,P1SIG_efc30d3327ec,P2SIG_efc30d3327ec,True,False,
H1131,P1SIG_9c3a91690ce6,P2SIG_9c3a91690ce6,True,False,
H1132,P1SIG_102f0062f0a8,P2SIG_102f0062f0a8,True,False,
H1133,P1SIG_bb2b3d438d62,P2SIG_bb2b3d438d62,True,False,
H1134,P1SIG_85a2d0181b53,P2SIG_85a2d0181b53,True,False,
H1135,P1SIG_1cf6493ae947,P2SIG_1cf6493ae947,True,False,
H1136,P1SIG_b5af9abf5f11,P2SIG_b5af9abf5f11,True,False,
H1137,P1SIG_082a75b7cc63,P2SIG_082a75b7cc63,True,False,
H1138,P1SIG_889cc6984044,P2SIG_889cc6984044,True,False,
H1139,P1SIG_1fce6eda1453,P2SIG_1fce6eda1453,True,False,
H1140,P1SIG_1068856da35d,P2SIG_1068856da35d,True,False,
H1141,P1SIG_1068856da35d,P2SIG_1068856da35d,True,False,
H1142,P1SIG_f9af09d1b93f,P2SIG_f9af09d1b93f,True,False,
H1143,P1SIG_13183e8a372a,P2SIG_13183e8a372a,True,False,
H1144,P1SIG_2b23a3e4bd3f,P2SIG_2b23a3e4bd3f,True,False,
H1145,P1SIG_5c75b82e3164,P2SIG_5c75b82e3164,True,False,
H1146,P1SIG_6105aa2f1f64,P2SIG_6105aa2f1f64,True,False,
H1147,P1SIG_09367dd73e8b,P2SIG_09367dd73e8b,True,False,
H1148,P1SIG_09367dd73e8b,P2SIG_09367dd73e8b,True,False,
H1149,P1SIG_09367dd73e8b,P2SIG_09367dd73e8b,True,False,
H1150,P1SIG_09367dd73e8b,P2SIG_09367dd73e8b,True,False,
H1151,P1SIG_99da9c220f89,P2SIG_99da9c220f89,True,False,
H1152,P1SIG_b5aad492be66,P2SIG_b5aad492be66,True,False,
H1153,P1SIG_d680a42b2d0d,P2SIG_d680a42b2d0d,True,False,
H1154,P1SIG_0864ba1357c3,P2SIG_0864ba1357c3,True,False,
H1155,P1SIG_2257cfc962dd,P2SIG_2257cfc962dd,True,False,
H1156,P1SIG_2765d73e44ed,P2SIG_2765d73e44ed,True,False,
H1157,P1SIG_526f41306d38,P2SIG_526f41306d38,True,False,
H1158,P1SIG_6b0bb3967115,P2SIG_6b0bb3967115,True,False,
H1159,P1SIG_f5e6c4e1d4f0,P2SIG_f5e6c4e1d4f0,True,False,
H1160,P1SIG_24ee82070b38,P2SIG_24ee82070b38,True,False,
H1161,P1SIG_778789263c8b,P2SIG_778789263c8b,True,False,
H1162,P1SIG_5708180f62c7,P2SIG_5708180f62c7,True,False,
H1163,P1SIG_42d3d061919b,P2SIG_42d3d061919b,True,False,
H1164,P1SIG_da88ae3587f6,P2SIG_da88ae3587f6,True,False,
H1165,P1SIG_766fa6625009,P2SIG_766fa6625009,True,False,
H1166,P1SIG_a8a5748ba6c0,P2SIG_a8a5748ba6c0,True,False,
H1167,P1SIG_0627575a93de,P2SIG_0627575a93de,True,False,
H1168,P1SIG_0627575a93de,P2SIG_0627575a93de,True,False,
H1169,P1SIG_da88ae3587f6,P2SIG_da88ae3587f6,True,False,
H1170,P1SIG_f72474bc0ddb,P2SIG_f72474bc0ddb,True,False,
H1171,P1SIG_f72474bc0ddb,P2SIG_f72474bc0ddb,True,False,
H1172,P1SIG_6d6be19f5608,P2SIG_6d6be19f5608,True,False,
H1173,P1SIG_1c53ad8297f8,P2SIG_1c53ad8297f8,True,False,
H1174,P1SIG_24641533cced,P2SIG_24641533cced,True,False,
H1175,P1SIG_155729ed5825,P2SIG_155729ed5825,True,False,
H1176,P1SIG_5007b7c5daae,P2SIG_5007b7c5daae,True,False,
H1177,P1SIG_a6d5e6569946,P2SIG_a6d5e6569946,True,False,
H1178,P1SIG_c4df15bfca5e,P2SIG_c4df15bfca5e,True,False,
H1179,P1SIG_d6715848d9c5,P2SIG_d6715848d9c5,True,False,
H1180,P1SIG_03eceaf747d7,P2SIG_03eceaf747d7,True,False,
H1181,P1SIG_cf1b6d92c31e,P2SIG_cf1b6d92c31e,True,False,
H1182,P1SIG_8f96bd0f52c8,P2SIG_8f96bd0f52c8,True,False,
H1183,P1SIG_a4a73c8fc474,P2SIG_a4a73c8fc474,True,False,
H1184,P1SIG_42b4a7965b1c,P2SIG_42b4a7965b1c,True,False,
H1185,P1SIG_2c3e5ea766a9,P2SIG_2c3e5ea766a9,True,False,
H1186,P1SIG_0e3e9104d4dd,P2SIG_0e3e9104d4dd,True,False,
H1187,P1SIG_c3ec45f3dbf0,P2SIG_c3ec45f3dbf0,True,False,
H1188,P1SIG_0d1021cad155,P2SIG_0d1021cad155,True,False,
H1189,P1SIG_3a49c6706d6e,P2SIG_3a49c6706d6e,True,False,
H1190,P1SIG_db686f1fc52b,P2SIG_db686f1fc52b,True,False,
H1191,P1SIG_c098b07dc6c2,P2SIG_c098b07dc6c2,True,False,
H1192,P1SIG_17cb7e8426b9,P2SIG_17cb7e8426b9,True,False,
H1193,P1SIG_17cb7e8426b9,P2SIG_17cb7e8426b9,True,False,
H1194,P1SIG_17cb7e8426b9,P2SIG_17cb7e8426b9,True,False,
H1195,P1SIG_a57f35712a1e,P2SIG_a57f35712a1e,True,False,
H1196,P1SIG_44c39709264b,P2SIG_44c39709264b,True,False,
H1197,P1SIG_f5d4d1d65c57,P2SIG_f5d4d1d65c57,True,False,
H1198,P1SIG_c22be55e1f48,P2SIG_c22be55e1f48,True,False,
H1199,P1SIG_62b6fb672999,P2SIG_62b6fb672999,True,False,
H1200,P1SIG_b1cfc8363771,P2SIG_b1cfc8363771,True,False,
H1201,P1SIG_da98a13518b0,P2SIG_da98a13518b0,True,False,
H1202,P1SIG_4a976df4b8f6,P2SIG_4a976df4b8f6,True,False,
H1203,P1SIG_71fe0f0f7210,P2SIG_71fe0f0f7210,True,False,
H1204,P1SIG_5007b7c5daae,P2SIG_5007b7c5daae,True,False,
H1205,P1SIG_7c4654aaef41,P2SIG_7c4654aaef41,True,False,
H1206,P1SIG_dd17e8e6814a,P2SIG_dd17e8e6814a,True,False,
H1207,P1SIG_cf1b6d92c31e,P2SIG_cf1b6d92c31e,True,False,
H1208,P1SIG_cf1b6d92c31e,P2SIG_cf1b6d92c31e,True,False,
H1209,P1SIG_1b8c1875da4c,P2SIG_1b8c1875da4c,True,False,
H1210,P1SIG_bf516abe502c,P2SIG_bf516abe502c,True,False,
H1211,P1SIG_fdcc485d52a8,P2SIG_fdcc485d52a8,True,False,
H1212,P1SIG_b8ffaf87c34d,P2SIG_b8ffaf87c34d,True,False,
H1213,P1SIG_de7b6ea10465,P2SIG_de7b6ea10465,True,False,
H1214,P1SIG_ca38343942f6,P2SIG_ca38343942f6,True,False,
H1215,P1SIG_6260999fea64,P2SIG_6260999fea64,True,False,
H1216,P1SIG_f4b2ad141283,P2SIG_f4b2ad141283,True,False,
H1217,P1SIG_6bf526c7746c,P2SIG_6bf526c7746c,True,False,
H1218,P1SIG_19db8d1b42bf,P2SIG_19db8d1b42bf,True,False,
H1219,P1SIG_19db8d1b42bf,P2SIG_19db8d1b42bf,True,False,
H1220,P1SIG_8f2b2da0c7e8,P2SIG_8f2b2da0c7e8,True,False,
H1221,P1SIG_8f2b2da0c7e8,P2SIG_8f2b2da0c7e8,True,False,
H1222,P1SIG_06b6a964fba4,P2SIG_06b6a964fba4,True,False,
H1223,P1SIG_ba4fb545ef78,P2SIG_ba4fb545ef78,True,False,
H1224,P1SIG_06b6a964fba4,P2SIG_06b6a964fba4,True,False,
H1225,P1SIG_06b6a964fba4,P2SIG_06b6a964fba4,True,False,
H1226,P1SIG_40c78bab6c15,P2SIG_40c78bab6c15,True,False,
H1227,P1SIG_06b6a964fba4,P2SIG_06b6a964fba4,True,False,
H1228,P1SIG_615797f8f1a0,P2SIG_615797f8f1a0,True,False,
H1229,P1SIG_a3317d8fce68,P2SIG_a3317d8fce68,True,False,
H1230,P1SIG_615797f8f1a0,P2SIG_615797f8f1a0,True,False,
H1231,P1SIG_615797f8f1a0,P2SIG_615797f8f1a0,True,False,
H1232,P1SIG_a47c1fa3d696,P2SIG_a47c1fa3d696,True,False,
H1233,P1SIG_5bd94cd31993,P2SIG_5bd94cd31993,True,False,
H1234,P1SIG_c57c5cab66af,P2SIG_c57c5cab66af,True,False,
H1235,P1SIG_b9e56aa641d7,P2SIG_b9e56aa641d7,True,False,
H1236,P1SIG_a84426352825,P2SIG_a84426352825,True,False,
H1237,P1SIG_aad5191638e1,P2SIG_aad5191638e1,True,False,
H1238,P1SIG_2c696ef7c110,P2SIG_2c696ef7c110,True,False,
H1239,P1SIG_2c696ef7c110,P2SIG_2c696ef7c110,True,False,
H1240,P1SIG_25bce595388f,P2SIG_25bce595388f,True,False,
H1241,P1SIG_ef58b94c11ae,P2SIG_ef58b94c11ae,True,False,
H1242,P1SIG_ef58b94c11ae,P2SIG_ef58b94c11ae,True,False,
H1243,P1SIG_ef58b94c11ae,P2SIG_ef58b94c11ae,True,False,
H1244,P1SIG_353c5798293c,P2SIG_353c5798293c,True,False,
H1245,P1SIG_e905688855f1,P2SIG_e905688855f1,True,False,
H1246,P1SIG_a12b3ace65f7,P2SIG_a12b3ace65f7,True,False,
H1247,P1SIG_adaf95cb0098,P2SIG_adaf95cb0098,True,False,
H1248,P1SIG_adaf95cb0098,P2SIG_adaf95cb0098,True,False,
H1249,P1SIG_adaf95cb0098,P2SIG_adaf95cb0098,True,False,
H1250,P1SIG_adaf95cb0098,P2SIG_adaf95cb0098,True,False,
H1251,P1SIG_3379727f2d33,P2SIG_3379727f2d33,True,False,
H1252,P1SIG_3379727f2d33,P2SIG_3379727f2d33,True,False,
H1253,P1SIG_3379727f2d33,P2SIG_3379727f2d33,True,False,
H1254,P1SIG_3379727f2d33,P2SIG_3379727f2d33,True,False,
